merchant_id,new_id,store_name,marketplace_id
amzn1.merchant.d.PMPSTY6I7DNDVHT7PKBFHYWZ4M,A17RPO3GZI2IUO,Morrisons - Thornton-Cleveleys,AM7DNVYQULIQ5
